,Shape_Elongation,Shape_MajorAxisLength,Shape_MaximumDiameter,Shape_MeshSurface,Shape_MinorAxisLength,Shape_Perimeter,Shape_PerimeterSurfaceRatio,Shape_PixelSurface,Shape_Sphericity
0d8fc33c55f2f6af87ee3bd16614e208_R_CC.nii.gz,0.4723050845862713,30.124686543944783,31.144823004794873,330.5,14.22804262627275,79.35533905932739,0.2401069260494021,331.0,0.8121093531587739
0f19f51df3ae39481f0a88d5b17b8499_R_CC.nii.gz,0.3678259410278797,51.18465629733811,52.08646657242167,716.5,18.827044368756976,135.7401153701778,0.18944887002118324,717.0,0.6990444876327632
0fab8097f55f21d4bfa7667250122312_L_CC.nii.gz,0.29725967455323166,81.83309651751449,83.21658488546619,1472.5,24.325679638479553,219.68124086713243,0.14918929770263661,1473.0,0.6192123515713821
014d843f13a9d86fec945664e2541fe6_R_CC.nii.gz,0.40412116916472374,33.622039971045346,34.52535300326414,356.5,13.587378102801917,86.76955262170048,0.24339285447882325,357.0,0.7713781640868395
02c9621d5af7d0485e20c071f605678c_R_CC.nii.gz,0.40290517021778377,24.557329935221702,23.769728648009426,186.5,9.894275197644777,59.7989898732233,0.32063801540602305,187.0,0.809562722351587
07a0dbae70b94afb01313eeeeaaef9ac_R_CC.nii.gz,0.3317417959137087,48.14531332994591,47.265209192385896,595.5,15.971812708904478,113.11269837220816,0.18994575713217154,596.0,0.7647763548078217
0910d9262da2398810b2f2bc32b77088_L_CC.nii.gz,0.5264687284522356,49.34106994046686,49.16299421312742,999.0,25.976530352030412,139.39696961967022,0.13953650612579602,1000.0,0.8037747212296321
0928a31ce88182b08f89a6aa72354037_L_CC.nii.gz,0.6512878601870564,24.91275125049255,25.96150997149434,314.5,16.225372453305706,72.87005768508877,0.23170129629598973,315.0,0.862712605136538
1e2b0ce2c5a93c643834c98803e6ac2d_L_CC.nii.gz,0.17330698042525977,134.94022720949656,94.02127418834527,636.0,23.386083315576325,154.8111831820433,0.24341381003465926,637.0,0.5774723040047328
1fe77db1e47d9133c2bc799fc2e3c4ba_L_CC.nii.gz,0.4259806382739682,49.405486476771536,47.07440918375928,807.5,21.045780663611044,122.76955262170057,0.1520365976739326,808.0,0.8205131095080382
2b48f13688211af161ca5880d9fcaec3_R_CC.nii.gz,0.5101794270559816,78.34047290325272,82.76472678623425,2383.5,39.96769758107613,229.09545442950548,0.09611724540780595,2384.0,0.7554331486136339
2c90542f6f10926cde501ebd8de7c3c3_R_CC.nii.gz,0.4148254996037057,22.560085660603153,23.08679276123039,163.5,9.3584988052621,58.28427124746186,0.35647872322606644,164.0,0.7777006104180645
2cae5c9d4a922766fd01dd69a004ea5c_L_CC.nii.gz,0.6654807366937603,53.15587279893629,52.839379254491625,1449.5,35.37420938983594,153.43860018001294,0.10585622640911552,1450.0,0.8795882396400801
2df4404b9c286ec49851d4261faec924_R_CC.nii.gz,0.5880106023515124,18.377846683904586,18.027756377319946,151.5,10.806368698526478,51.55634918610403,0.3403059352218088,152.0,0.8463092584016023
2e1f57baf6e3e742404c401b0999cadb_R_CC.nii.gz,0.44409200265965704,83.07516023176689,83.81527307120105,2299.5,36.89301427859725,223.6812408671324,0.09727385991177752,2300.0,0.7599623475960217
2fe156e5ce59814559b0a9f01de006df_L_CC.nii.gz,0.4908714061485331,93.93771154666717,100.2845950283492,3322.5,46.11133655728781,272.3502884254449,0.0819714938827524,3323.0,0.7502561900276329
3b9d3e9aa2fcdefd74d4cbfb496694b4_R_CC.nii.gz,0.5518011973491759,59.84020691362683,60.67124524847005,1521.5,33.01989782456172,162.12489168102815,0.10655595904109638,1522.0,0.8528864435129491
4e6f6c5e70433a176643f635747a328d_L_CC.nii.gz,0.3327459203782478,28.204424252950485,29.068883707497267,205.5,9.384907106786583,70.62741699796948,0.34368572748403636,206.0,0.7195111388430016
4fc011ee4b49040648fdd2d3dcf883c3_R_CC.nii.gz,0.38686129260275454,33.07139793227067,30.265491900843113,302.5,12.794043752258295,85.0121933088198,0.28103204399609855,303.0,0.7252477671809542
5babce4b963ba18124477ce11d284ac6_L_CC.nii.gz,0.2968202217295839,127.7467746065424,84.86459803710851,1001.0,37.91782596395309,199.0954544295054,0.19889655787163377,1002.0,0.5633270762309538
5f97a8ee0bc7b1ffb941035bc5291db8_L_CC.nii.gz,0.49980318266926027,135.38349479275684,147.52626884728022,6926.5,67.66510157830709,421.8061325481609,0.06089744207726282,6927.0,0.69943757833935
5fb086552ff0566a7ba0fba65d5c4823_L_CC.nii.gz,0.3370119033827233,142.62464282027167,123.22743201089601,1845.0,48.06620234614082,261.9238815542517,0.14196416344403887,1846.0,0.5813370723491785
6adbb464cba25c728e2d6c29ee9ee1bc_L_CC.nii.gz,0.4712653661428428,42.36874307261773,43.01162633521314,660.5,19.96692121712923,109.15432893255084,0.16526014978433132,661.0,0.8346422766337387
6d75446a6406fc669f3464543b8f7893_L_CC.nii.gz,0.30995997409983345,78.47832715053488,80.50465825031493,1432.5,24.325140250978045,204.26702730475938,0.14259478345881982,1433.0,0.6568315096457717
7bb82359496060cc5af7fd939e760ff5_L_CC.nii.gz,0.6135383280240835,12.979314110793393,13.341664064126334,80.5,7.963306678435573,35.556349186104036,0.44169377870936694,81.0,0.8945110495249815
7c49a0d284532fa3e537ac87991c9608_L_CC.nii.gz,0.4200349619714371,23.428046558256412,24.08318915758459,176.5,9.84059864516229,60.041630560342576,0.34017920997361234,177.0,0.7843769248871433
7f0eb50793a773fb4bddaeff7e3c7c14_L_CC.nii.gz,0.5527639803415553,35.53548408793216,35.510561809129406,519.5,19.642735627809383,100.32590180780463,0.19312011897556233,520.0,0.8053499494424777
8dd986e8174fc84c2a984e66a416ff9f_R_CC.nii.gz,0.40094724309784696,122.51443454245013,118.37651794169315,4467.5,49.12182476948701,314.0071426749373,0.07028699332399269,4468.0,0.7545667873374726
8e30fe5fbe424206c9f57ce26f80f6c2_R_CC.nii.gz,0.507235806055492,49.34564557609409,50.00999900019995,965.5,25.029878309118715,128.08326112068536,0.132660032232714,966.0,0.8599806796267334
8f447c29a7aa0c5aa2b8e8a852b01560_L_CC.nii.gz,0.5360895010192511,26.29590004180542,26.476404589747453,289.5,14.096955932263574,69.45584412271567,0.23991656000938058,290.0,0.8684012146092649
9a6f70ccba8034a3d658f88677e4b553_L_CC.nii.gz,0.3753058882152297,37.4907627082634,37.656340767525464,409.5,14.070503998091205,90.76955262170051,0.22165946916166182,410.0,0.7902994689804066
9bb21300e3a92937024437cacc180158_R_CC.nii.gz,0.3631901495048704,75.63296890015089,75.0066663703967,1521.0,27.469149282343015,234.30865786510202,0.15404908472393294,1522.0,0.5900396580745446
9fe8e9aef78ad365197d8f6ee0fdb932_R_CC.nii.gz,0.4349245615762949,63.07309168258446,61.29437168288782,1330.5,27.432036747309496,157.98275605729714,0.1187393882429892,1331.0,0.8184698492019185
21fddc967eb5a31695a60d4bb075df7a_R_CC.nii.gz,0.3936717030114841,23.797931560642226,23.345235059857504,170.5,9.368572245628771,58.970562748477114,0.34586840321687456,171.0,0.7849316688161131
27d4dc70d6f73554e4ead70f01867167_R_CC.nii.gz,0.395897469743527,50.11252608538098,51.088159097779204,767.5,19.839422279658823,125.25483399593918,0.16319848077646798,768.0,0.7840605960151582
27de4919323355abc9dc92603fdb5df2_L_CC.nii.gz,0.7911137228117177,10.870039647649227,11.40175425099138,72.5,8.599437532762753,33.556349186104036,0.4628461956704005,73.0,0.8994959873448779
46ab23ec866810a4212c33db471153a2_R_CC.nii.gz,0.511825482743868,50.68440952742465,49.47726750741192,1020.5,25.94157237396202,132.9116882454316,0.13024173272457776,1021.0,0.8520170037379144
55d4e23fef777c307e27b9661c0da578_L_CC.nii.gz,0.37055775575336525,90.70397832188236,86.20904824900923,2366.5,33.61106264485862,214.81118318204346,0.09077168104037332,2367.0,0.8027887895439887
65b8c8d3af382a51b3c8465be1f6f06e_L_CC.nii.gz,0.5268232063441207,46.886809973434715,47.095647357266465,892.5,24.701059565452375,126.08326112068542,0.1412697603593114,893.0,0.839946473708081
100d1197bd368737356f1da7fc270ae4_R_CC.nii.gz,0.30833582711904545,26.42080530434705,27.16615541441225,162.5,8.146480856667111,64.28427124746186,0.39559551536899606,163.0,0.7029539728247866
443af8de1a0d47fe93e88ee1e4dfac8e_R_CC.nii.gz,0.5089138258913818,40.52296118812375,40.44749683231337,637.5,20.622695214696034,105.59797974644677,0.16564388979834788,638.0,0.8475970119514281
540ab71b28752c3e279be9bad638df79_L_CC.nii.gz,0.3364028301785539,55.24476245231644,55.14526271584895,732.5,18.584494441501153,143.29646455628188,0.19562657277308107,733.0,0.6695349788577936
543d36c1e4f0957fddd46c3078f21c93_R_CC.nii.gz,0.48998327741706854,51.0749806671641,49.25444142409901,988.5,25.025886421310478,132.3259018078047,0.13386535337157784,989.0,0.8422643256715396
775b952222e22629c94c0fa606118ab6_L_CC.nii.gz,0.5510911645565933,124.96323715860915,128.75169901791588,6679.5,68.86613589249967,349.1198410471456,0.05226736148621088,6680.0,0.8298553112778546
833dc428ac55ef017ea9d238cc9a841b_L_CC.nii.gz,0.31688755731308293,86.7191059641977,85.70880934886448,1846.5,27.48020566136901,210.2670273047593,0.11387328854847512,1847.0,0.7244499940455791
866f5f71f7cecc04d6353c3758c292e3_L_CC.nii.gz,0.537084162625598,41.90642952868837,41.0,734.5,22.50727961204423,110.66904755831223,0.15067263112091522,735.0,0.8681098015796261
917a4de3b1f921f1c9fa98b7a61d749d_L_CC.nii.gz,0.5199590697116905,87.76164039297895,88.45903006477066,3129.5,45.63246089510525,232.40916292849036,0.07426399198865326,3130.0,0.8532752789796818
937f8b7c688c373cff168ea6529a4731_R_CC.nii.gz,0.5698113240900238,49.59536660830423,55.65968020030299,1078.5,28.26000151580799,143.29646455628188,0.1328664483600203,1079.0,0.8124179889850018
1289de4c6d2a9439311af675dd610158_L_CC.nii.gz,0.5328715687376857,115.6567522130667,121.2023102090055,5531.0,61.63019498688266,363.6051224213843,0.06573949058423148,5532.0,0.7250647108326189
1661e2bdcd39e86c666fec4bdf182791_L_CC.nii.gz,0.590044188066527,25.91825865761605,26.68332812825267,309.5,15.292917885731297,70.52691193458114,0.22787370576601337,310.0,0.884260835574779
1734a10c08f2565315493df00a2fd134_L_CC.nii.gz,0.4554270775894182,36.31087830517711,35.22782990761707,467.5,16.536957191231817,89.69848480983497,0.19186841670552934,468.0,0.8544971776813474
1860e56f068c2e2ccb2017de6e6f8eb8_L_CC.nii.gz,0.5277685331359683,54.52201288788511,56.08029957123981,1213.5,28.775002765459487,148.12489168102817,0.12206418762342659,1214.0,0.8336749968880192
5214f4386efcea56014510f1068da2a0_R_CC.nii.gz,0.3903317600398021,37.56043528863417,38.897300677553446,389.5,14.661030814073667,95.59797974644668,0.2454376886943432,390.0,0.7318295617037027
7923de65390f4cfe6fb047515f9474f0_R_CC.nii.gz,0.2898600470659325,29.61156102980626,29.154759474226502,196.5,8.583208473795375,71.94112549695426,0.36611259794887663,197.0,0.6907310538391864
18249f2f393ec3a4e59d4f3e9e7c6d1d_R_CC.nii.gz,0.5029087672409045,90.23555623183825,90.44888059008801,3118.0,45.38025234585109,257.3797256769676,0.08254641618889276,3119.0,0.769074928499717
20457a9245229489ee5c67af773d4240_L_CC.nii.gz,0.5200098997732011,74.50607516650668,75.96051605933177,2231.0,38.743896679829724,213.68124086713235,0.0957782343644699,2231.0,0.7835889808589774
26571f2d2c8cc89e30059d05b4cabb1a_L_CC.nii.gz,0.3455547787627833,90.8457443067927,87.28115489611719,2134.5,31.39218107547413,218.16652224137096,0.10220966139206884,2135.0,0.7506973847913048
28605b2b2337d1a4aae65900df2a36ae_R_CC.nii.gz,0.4834119184456199,179.47324995603637,191.9505144562004,12123.5,86.75950807091782,503.102597104443,0.04149813148879804,12124.0,0.7758225188372916
31937d26eec6ebdceb4c4d676fd06018_R_CC.nii.gz,0.7085192277045068,90.13208397557018,97.12878049270464,4473.5,63.860314529768736,268.59292911256415,0.06004089172070284,4474.0,0.8827425835022669
66235fe8968ef266cf15b08cfaa4a40e_L_CC.nii.gz,0.6069501707322229,17.75589923530221,18.24828759089466,145.5,10.776946072370821,48.970562748477114,0.33656744157028945,146.0,0.873175082502061
68107a7fd1e370b88e161f37cff1c2d7_R_CC.nii.gz,0.5183376952285071,88.16276584531704,90.13878188659973,3085.0,45.69808485323219,244.06601717798281,0.07911378190534289,3086.0,0.8067244173964483
81885e37a9a42bd351516b83bc3f6d66_L_CC.nii.gz,0.3618936512376971,142.08672463439635,140.91131963046828,5486.0,51.420283570346946,427.4629867976533,0.07791888202655,5485.0,0.6142346579317929
91489fc5a74d1452737d06d7113837f4_L_CC.nii.gz,0.6085040241539139,35.929399050803084,36.22154055254967,609.5,21.863183907845492,99.4974746830584,0.16324442113709337,610.0,0.8795888770657784
91489fc5a74d1452737d06d7113837f4_R_CC.nii.gz,0.41484526564623025,25.32791564684007,25.179356624028344,207.5,10.50716589477868,62.97056274847711,0.3034725915589258,208.0,0.8109170056593703
658602d790b802fb079fe5d2eba494dd_R_CC.nii.gz,0.33949749845768434,50.53679249616868,53.45091205957107,648.5,17.15711463252434,146.8111831820433,0.22638578748194801,649.0,0.6148947477879968
792610d6c4044d3a4e2cfdbc5b494768_R_CC.nii.gz,0.4630164875660219,38.17358837000031,39.05124837953327,524.5,17.675000804868688,99.01219330881979,0.1887744391016583,525.0,0.8199530717922396
944072b1af80b5038a0434d689012b12_R_CC.nii.gz,0.4645992832814911,72.48083881876751,73.68174807915459,1901.5,33.67454576684066,192.6101730552668,0.10129380649764229,1902.0,0.8025532826135774
4141898a609bbcdf7fa4e9b49188514e_R_CC.nii.gz,0.3945636200663544,58.143046475044144,56.43580423808985,1015.5,22.941130898879706,145.98275605729714,0.1437545603715383,1016.0,0.7738260350738392
5683854eafabc34f6d854000d2ac6c2d_L_CC.nii.gz,0.35092181961800023,69.73512004083715,68.18357573492314,1320.5,24.471575216010244,167.3969696196703,0.12676786794371095,1321.0,0.7695317500674994
64072568aca98d15b344eddde9ddf8be_L_CC.nii.gz,0.4515188439206342,29.67840194377714,30.4138126514911,307.5,13.400357735066157,79.35533905932738,0.25806614328236543,308.0,0.7833418701303984
94522717c9827bb41fe0814a514ae68b_R_CC.nii.gz,0.5019218974427438,43.95827013764595,43.73785545725808,739.5,22.063618355787963,116.66904755831224,0.15776747472388403,740.0,0.8262631202324564
30531093985dd9b3d909c3866c46e443_L_CC.nii.gz,0.46651381710825335,97.25324308406171,101.43470806385751,3399.5,45.36998165730246,260.9949493661172,0.07677451077103022,3400.0,0.7919182500889465
93514476602890f55d1758d1f3e1a9b5_L_CC.nii.gz,0.4663299171602313,58.57294623762514,60.40695324215582,1242.5,27.314317166822413,158.7106781186551,0.1277349522081731,1243.0,0.7873122040801137
93514476602890f55d1758d1f3e1a9b5_R_CC.nii.gz,0.5569065842806042,156.90280002972798,157.62296786953354,10723.0,87.38020242861852,442.71782079359275,0.04128675005069409,10723.0,0.8291556815237795
a4e90efc3a2dc8260b51e7f0121ccde3_R_CC.nii.gz,0.6524238736610204,43.218002218571314,42.15447781671598,950.5,28.19645641933087,122.42640687119298,0.1288021113847375,951.0,0.8927007284656561
a9e5db3e9452823f5753c401087c9544_L_CC.nii.gz,0.35745630651330795,86.52431860103881,89.00561780022652,2079.5,30.92866335070804,210.26702730475938,0.10111422327711439,2080.0,0.7687997254128214
a4046f021f9de4265a5c01ae953b9f09_L_CC.nii.gz,0.6155743683036788,50.085267758247916,51.35172830587107,1190.5,30.831207061604072,145.63961030678954,0.12233482596118399,1191.0,0.8398275623572097
aa8149ec929a0194c2b8871de84e8dc8_L_CC.nii.gz,0.39558343436220345,41.24629197758097,43.174066289845804,516.5,16.31634983519768,104.66904755831223,0.20265062450786492,517.0,0.7697005956345161
afa8d58b60cf82ce642d5c917fb6c8af_R_CC.nii.gz,0.37573361849314296,38.361075326089534,38.2099463490856,430.5,14.413545641559644,93.5979797464467,0.2174169099801317,431.0,0.785823541294951
b0edd960e3f8b68ebf6debae183a7caf_L_CC.nii.gz,0.3490585433462212,49.52880049955316,50.80354318352215,649.5,17.288450956059616,128.66904755831234,0.19810476914289815,650.0,0.702134678652552
b4ed83d02fa675475155a5551f92fd1f_L_CC.nii.gz,0.42900856673382665,86.14506236799346,87.14355971613737,2462.5,36.95696973768898,228.16652224137107,0.09265645573253647,2463.0,0.7709764789590605
b4ed83d02fa675475155a5551f92fd1f_R_CC.nii.gz,0.3623061871194987,26.207070777316897,26.076809620810597,191.5,9.494983888900522,62.627416997969476,0.32703612009383537,192.0,0.7832940382995316
b8acac150be7f949f78dc631a3851f8b_R_CC.nii.gz,0.34006267567828047,126.35994206503376,135.79396157414365,2772.5,42.97029999718789,393.3208511739223,0.14186505001764554,2773.0,0.47456285170842244
b365dbf9c6878c12650cac3bf8095e59_L_CC.nii.gz,0.5323572419149789,52.566043150198894,50.99019513592785,1146.5,27.98391374982365,135.8406204335661,0.11848287870350292,1147.0,0.8836134238700543
baaa3be716640961a62abcf61bed245e_L_CC.nii.gz,0.2882147045392086,96.15395770111341,92.89241088485109,2066.5,27.712984509101965,225.6812408671324,0.10920940762987293,2067.0,0.7140476197306488
beb4eb26bfa74853d4b49172855eefe9_L_CC.nii.gz,0.39249022891255,62.79074389062634,62.289646009589745,1209.5,24.644753443221234,153.98275605729714,0.12731108396634735,1210.0,0.8006372275190926
c79e16f69c355bad0291d281d674f53b_R_CC.nii.gz,0.4161037987586836,126.85716050696993,129.38701635017324,5199.5,52.78574638669024,326.79393923934083,0.06285103168368898,5200.0,0.7821890462737459
c58988888abc33489a6c845a77d7793e_L_CC.nii.gz,0.559155445124573,18.936106044314375,19.313207915827967,152.5,10.588226804134722,53.2132034355964,0.3489390389219436,153.0,0.8226601295355924
cbefbe019b185313c639fe5f8fac024a_L_CC.nii.gz,0.35966916870923893,54.50961965217175,54.230987451824994,826.5,19.60542958695341,133.4974746830585,0.16152144547254507,827.0,0.763402030155508
cc608bc4a299b3346c04379958797c1e_L_CC.nii.gz,0.39320277996797703,61.066393579456474,61.07372593840988,1118.5,24.011475718060908,155.29646455628196,0.13884350876735088,1119.0,0.7634161750735853
cf399797f9211774fdb1470bf4ba5600_R_CC.nii.gz,0.33220196528866147,87.79477827419815,88.76936408468859,1902.0,29.1655978847709,229.88225099390894,0.12086343375074077,1903.0,0.6725192922256601
d101ecbe883dcfadae08720d3742ee34_L_CC.nii.gz,0.48550601169574226,21.872388628538488,22.02271554554524,177.5,10.619176169301028,56.04163056034258,0.3157274961146061,178.0,0.8427394955229544
d540a38fcac9ff0136535fb45fa45dda_L_CC.nii.gz,0.3127637083252105,72.94230724989967,72.83543093852057,1297.5,22.81370650927551,177.296464556282,0.13664467403181657,1298.0,0.7202089927265534
d51872cb860414480dbedb3733e70724_R_CC.nii.gz,0.4483646328116126,49.442736692991325,49.64876634922564,853.5,22.1683744825543,126.32590180780467,0.148009258122794,854.0,0.8198120311206099
db3c5cf7336cc061ad5679d2209c2386_R_CC.nii.gz,0.3424390969418375,44.10970581025581,43.289721643826724,510.5,15.10488782403412,112.66904755831227,0.2207033252856264,511.0,0.7108830875828612
dd1959e485eccb3a17f29d7020fe3b23_L_CC.nii.gz,0.647457703896147,34.902247660820784,35.90264614203248,615.5,22.597729131289693,97.25483399593912,0.15800947846618865,616.0,0.9042900738882187
de627023c9a8f2ca7b998d4f1380fad1_L_CC.nii.gz,0.39812929955645565,107.59986388560458,102.23991392797629,3588.5,42.838658441145725,270.6518036156097,0.07542198791016015,3589.0,0.7846039346931846
e9be27a62325bea2255d3327274567cc_L_CC.nii.gz,0.29800156865574334,57.94606937210189,62.20128616033595,769.5,17.268019570320888,143.7401153701778,0.18679677111134216,770.0,0.6841183742617628
e668b1bed3d1501af1c88ef1ecd85a8c_R_CC.nii.gz,0.330298387011508,55.40080651207693,54.3323108288245,788.5,18.298797030075658,138.32590180780468,0.17542917160152782,789.0,0.7196184186450594
e22442ff5a7632d5fc91d2715319b448_L_CC.nii.gz,0.8625629207885277,19.390308124899853,19.6468827043885,253.5,16.725360811203135,60.62741699796949,0.23916140827601376,254.0,0.9309467671603949
ea75b79a86ae33661802cc9f2ee5d938_R_CC.nii.gz,0.3572865820364888,48.78858518172109,49.040799340956916,660.5,17.431506841973214,117.59797974644677,0.1780438754677468,661.0,0.7747141388068356
f6648f91c1486446d8ad32cdd928d977_R_CC.nii.gz,0.5902205367716697,37.821791606324425,37.12142238654117,658.5,22.323198143551036,103.25483399593912,0.15680308883210192,659.0,0.8809929414690224
f7189d58dd1053d7603348360f013070_L_CC.nii.gz,0.48243711726680455,64.21517753940155,69.77822009767804,1265.0,30.979785136884942,187.68124086713237,0.14836461728627065,1266.0,0.6717834936570449
fbfb4853334d90ff774ef326b8ac107b_L_CC.nii.gz,0.22845807326010753,142.1225067553825,150.02999700059985,3221.0,32.4690340602313,341.27922061357947,0.10595443049164219,3222.0,0.5895090112543032
0a3018e7ad1d1d7d2e142c2ca7c518fa_L_CC.nii.gz,0.5441755948204874,76.06909693886067,77.4919350642375,2423.0,41.39494607416182,230.4091629284904,0.09509251462174594,2423.0,0.7573243014421732
0ac8b6988e7443dc5e45d601a2f813f1_R_CC.nii.gz,0.2628860989429865,100.50579171252572,79.30952023559341,631.0,26.421575504482227,175.98275605729714,0.2788950175234503,632.0,0.5059988114878506
0b86a34d84ac7587f7374589268debf3_R_CC.nii.gz,0.38116317145986073,68.41783322562789,66.75327707311455,1359.5,26.07835829669216,169.39696961967027,0.12460240501630766,1360.0,0.7715941052434839
0cc015fba720993209f0b8843ff98699_R_CC.nii.gz,0.11522101712399681,140.8445847891299,107.5174404457249,849.0,16.228256315810558,191.7817459305206,0.2258913379629218,850.0,0.538581596213083
0e950d8bd73cd86c25a287e2d341c7ed_L_CC.nii.gz,0.5426255656547214,25.60356110767749,26.1725046566048,262.5,13.893146828828723,69.69848480983495,0.2655180373707998,263.0,0.8240361206526718
0efca57fad3aa67efe75a11edd765472_L_CC.nii.gz,0.5798612344665341,32.15055688880623,32.984845004941285,468.5,18.642861606329713,87.01219330881977,0.18572506576055448,469.0,0.8818193280096421
0fbeb0c0568911d2e9508e1eca010a32_L_CC.nii.gz,0.4966778035174121,79.74445277363856,81.39410298049853,2444.0,39.607299646308796,224.99494936611723,0.09206012658188102,2445.0,0.778901900515084
0fc1c717e341236455554530e64124e3_R_CC.nii.gz,0.4568956278730354,33.289014326492705,34.058772731852805,395.5,15.209605101977354,86.42640687119284,0.2185244168677442,396.0,0.8157023586552067
008b8e61390fcb4c0873258c15b0a53a_R_CC.nii.gz,0.4504247900324742,145.0954008699033,146.76852523616907,7413.5,65.35456547150388,399.70562748477266,0.05391591387128518,7415.0,0.7636182780955486
01c3c13f0b852aed00b5147c21d0e649_L_CC.nii.gz,0.5945412048723787,44.53492458719505,46.84015371452148,909.5,26.47784772297147,125.98275605729705,0.1385186982488148,910.0,0.8485846640527012
012e0595adba5173b6e60a97f9e84b6e_L_CC.nii.gz,0.5979002285294462,112.55778388897059,113.26517558367179,5881.0,67.29832470998355,358.1492782986683,0.060899384169132514,5881.0,0.7590431081159769
012e0595adba5173b6e60a97f9e84b6e_R_CC.nii.gz,0.5911550958263583,93.578708023685,94.89467845985885,4022.5,55.31953010904831,277.5218613006987,0.0689923831698443,4022.0,0.8101319473431212
0246c6050121c176d2e8fcf91f22f926_L_CC.nii.gz,0.2458210394414584,131.01995475487558,129.24782396620841,3140.5,32.207461465416365,314.65180361560965,0.10019162668861954,3141.0,0.6313556994999195
030561532b801ef4b623657ebee557bd_L_CC.nii.gz,0.40589937865881426,94.29645368673641,92.26592003551474,2788.5,38.27487196117596,233.4386001800131,0.0837147571023895,2789.0,0.8018951487597399
064741fa1cf1c410df6bd8cf69a64acf_R_CC.nii.gz,0.6686303852807227,34.51335140723652,35.84689665786984,600.5,23.07667544874953,99.49747468305848,0.16569104859793254,601.0,0.8730706317125966
08ba91bb945c4dbc738b3f0a2e5798e6_L_CC.nii.gz,0.4198602965995841,67.4585010166004,67.36467917239716,1440.5,28.32314624499319,176.12489168102826,0.12226649891081448,1441.0,0.7639075886012023
08d8818f81810c7979df66dccf549932_L_CC.nii.gz,0.5961509146398993,104.50568915370933,102.04410811016969,5094.5,62.30116217405682,284.3086578651022,0.0558069796574938,5095.0,0.8899500465767591
08db0293a555cc089d14e6357381d42d_L_CC.nii.gz,0.24506898794695725,260.5989668558159,232.01939574095957,9405.0,63.86472506737745,568.7594513539353,0.06047415750706383,9406.0,0.6044434911929875
09c1cd951e5569d928f49bdca14b8337_L_CC.nii.gz,0.2989989760280796,202.59660685579695,156.54072952429985,3314.0,60.57617799664669,345.8650070512063,0.10436481806011053,3315.0,0.5900306328065111
0939c6e7137f2c883403ef0971c99d53_L_CC.nii.gz,0.3159122131260875,29.2711099569793,30.01666203960727,209.5,9.247101127166385,71.45584412271569,0.34107801490556416,210.0,0.7180574486801811
1a16d31e2645cc351c97861d3e47ed8c_R_CC.nii.gz,0.3692898656537381,74.66666058200916,71.84705978674423,1588.5,27.57364105514343,185.29646455628193,0.1166487028997683,1589.0,0.7624851827082766
1a6061b532f36ce0bb0f85f34eca8736_L_CC.nii.gz,0.20497071690428012,66.44071624851821,60.41522986797286,669.5,13.61840124109263,145.15432893255095,0.21681005068342188,670.0,0.6319027281533102
1b43d2adcf3f300c550d3030b16c861f_L_CC.nii.gz,0.29485591191078175,108.46855367962127,131.4610208388783,2637.5,31.982594308848313,306.5512985522215,0.11622798049373327,2639.0,0.593879051210038
1ba2c84f59721618a813de779c880fd7_R_CC.nii.gz,0.6481357743798792,18.230519708467458,18.35755975068582,164.0,11.815852008595208,58.28427124746187,0.3553918978503772,165.0,0.7788888473377646
1c9145db44de0c31dedafb412ba7ff71_L_CC.nii.gz,0.3782629270825684,80.28697356198647,79.30952023559341,1899.5,30.36958562615779,207.43860018001303,0.10920694929192579,1900.0,0.7447920081018776
